designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 4472832818126016512,4472832818126016512,269.45707494752526,4.728834145319655,-0.03583066187130718,-0.7774941807734926,-3.394813669987738,1.1190851,19.818804,1.2150536,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818126026880,4472832818126026880,269.4429887734169,4.7307757282865035,-0.6443828988138839,-0.15027955182057426,-4.726066107622559,0.9771208,19.471039,0.92928314,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818126027008,4472832818126027008,269.4425768882064,4.7317429710475105,0.26697467591728796,-3.09847661976128,-6.783209064637697,1.1039426,19.418043,1.102932,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818126028800,4472832818126028800,269.4549666577872,4.731880887033846,0.2980087860085598,-2.4817457566112084,-3.92825171539492,1.1741699,18.880564,1.635315,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3873.4297,5.0594,-1.3902,612.274,0.006,0.0043,0.0023
Gaia DR3 4472832818126030848,4472832818126030848,269.4584592787899,4.732230243040713,-0.13922876318930094,-1.0155552256190254,-6.354587365714404,0.99155957,18.637291,0.90683556,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5135.5537,4.7863,-3.2055,2353.183,0.0213,0.0173,0.0095
Gaia DR3 4472832818126044416,4472832818126044416,269.4547804638133,4.735368307518549,-0.10541063974586357,2.0372314386150623,-2.374600097786615,1.0051656,19.944921,1.5044346,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818126044544,4472832818126044544,269.44707752819676,4.734649985192982,0.44486016824138636,-6.70137846185696,-6.172509921960125,1.0771011,18.10342,1.0757542,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4875.1426,4.8778,-2.269,1407.382,0.0053,0.0043,0.0023
Gaia DR3 4472832818126055552,4472832818126055552,269.4512857170916,4.73770847039879,0.5281031072943588,-1.9138326778252213,-1.5864245572802778,0.9636516,19.76727,1.8013592,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818126065408,4472832818126065408,269.44988505181914,4.73985735847911,1.1967765048320915,1.3063757729499916,-0.8417805225660875,1.4197546,19.879988,1.316824,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818127331968,4472832818127331968,269.4454501860504,4.7302170518195785,0.5499688249769191,-4.120295946232173,-7.656705015658098,0.97900075,20.258207,1.0019608,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818133692160,4472832818133692160,269.44697603981024,4.733850933906847,,,,,19.680264,1.3609867,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818133697152,4472832818133697152,269.44782634400013,4.735076887384994,0.06826004557426808,-2.8654475828974926,-8.297970011252149,1.0234036,18.702286,1.0353622,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818133721856,4472832818133721856,269.4511867871907,4.731470421901367,,,,,21.072134,1.376215,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818133747712,4472832818133747712,269.4550117932927,4.734105016082166,0.5815184278862453,-4.566284785714873,-7.329239505142513,0.9717816,20.483837,0.99113274,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832818136252928,4472832818136252928,269.456825604803,4.7297037276993725,0.24920301372059592,3.9133708284849655,-8.454801829825655,1.1207362,19.39266,1.0320225,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832822422315520,4472832822422315520,269.45349081299673,4.735435446215527,-0.17568794815727184,-1.4463319889633348,-7.438230031274383,0.9939123,20.594147,1.4045696,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832822422325632,4472832822422325632,269.4417336313584,4.734125503034644,1.414389564907551,-5.543091945312142,1.3345769893747066,1.1969048,15.559026,1.2996941,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4978.415,4.6156,-0.369,594.357,0.5092,0.4003,0.2131
Gaia DR3 4472832822425127552,4472832822425127552,269.4420077569429,4.734345358343144,,,,,18.944616,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832822425732608,4472832822425732608,269.44747301650506,4.736753757642021,,,,,20.657614,1.8033142,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832891142474368,4472832891142474368,269.44250429309403,4.739903457226303,,,,,21.017014,0.9202194,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832852485802752,4472832852485802752,269.4616868364608,4.739039623974786,0.5194635263465638,-1.8214946650190171,-1.4342904435557529,0.9333866,16.709831,1.0334606,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5237.7563,4.6482,-0.7694,1206.3341,0.2166,0.1764,0.0952
Gaia DR3 4472832852485803648,4472832852485803648,269.4557394576636,4.739649796169415,0.032767129993543934,-5.592096693246219,-3.413574383046874,0.94030005,18.144402,1.1524334,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4710.475,4.8079,-1.2145,1508.9089,0.0085,0.0067,0.0036
Gaia DR3 4472832852485807744,4472832852485807744,269.4662489229228,4.740132939023305,0.2241936259942054,-1.3493318769548515,-3.4137722675010695,1.0604261,18.16054,1.1023331,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4877.059,4.7813,-1.1713,1747.4171,0.0125,0.0099,0.0053
Gaia DR3 4472832852485824384,4472832852485824384,269.45403879224597,4.743499096701602,-0.005893586481551399,-1.0117306636234935,-2.050481210536524,1.0512424,19.082254,0.85383797,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832852485839872,4472832852485839872,269.4631753292527,4.7461565721121115,0.7158700520444475,-12.244125042437568,-10.185772847510403,1.0327735,17.785954,1.3788223,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4370.4946,4.6624,-0.2969,1269.7858,0.0148,0.0112,0.0059
Gaia DR3 4472832852493494400,4472832852493494400,269.4562430910213,4.74632620310828,1.2112802431080165,-6.018367116666222,2.746118897360998,0.97800964,20.530968,1.2566776,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832852493495808,4472832852493495808,269.45652737350036,4.743960457437498,0.023887258970943487,-1.3230682652944166,-10.073619929927156,1.0143752,19.953865,1.3018856,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832852493539328,4472832852493539328,269.4628510479681,4.736004782136139,,,,,20.702751,1.1014347,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832852493546112,4472832852493546112,269.463847798217,4.738443458784121,0.0915621332654924,-0.7764839530205168,-1.345266156944685,0.9567838,20.527264,0.7228031,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832856784863360,4472832856784863360,269.4570930171258,4.744489191748893,0.8272462177049084,-6.461736794961682,-2.853696431312858,1.0485657,19.271696,2.5504608,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832856786795264,4472832856786795264,269.4588372505946,4.7470536249506115,-0.4680962770630271,-4.761378965045307,-5.35061905103631,0.90062314,18.50964,0.9875946,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4949.5425,4.8307,-1.9722,1900.9647,0.0077,0.0062,0.0034
Gaia DR3 4472832886845541248,4472832886845541248,269.44100634841936,4.739298783040821,0.35434291289810405,-0.07186370765003851,-1.8773871505590969,1.0467069,18.238113,0.9968128,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5100.2114,4.7856,-1.5133,2045.4635,0.0077,0.0062,0.0034
Gaia DR3 4472832886845548672,4472832886845548672,269.43194371645393,4.740413394900447,1.1442205855771244,-1.751259415874931,0.8292175159082288,0.9724479,17.575323,1.8272381,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4251.143,4.4823,-0.0032,1071.9746,0.9114,0.6619,0.3536
Gaia DR3 4472832886845550080,4472832886845550080,269.4446663531117,4.740211915227883,0.42102525692529025,-8.530716852018204,-9.665686647507865,1.0192416,19.129816,1.4594288,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886845552640,4472832886845552640,269.4485791960725,4.741373291425646,,,,,19.34574,1.7466316,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886845555456,4472832886845555456,269.4370481817156,4.741830774434937,0.8503062207140811,-1.0670971827858466,-3.62613712843423,0.9451745,18.655516,1.8437824,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3637.4355,4.7125,-1.1813,635.401,0.004,0.0028,0.0015
Gaia DR3 4472832886845561344,4472832886845561344,269.4461556329958,4.743565949477538,0.4979362827709462,-0.7408588363737632,-1.9651725149927088,1.036714,19.42973,1.2276096,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886845574784,4472832886845574784,269.444346149235,4.745488623546805,0.28680016872315417,-0.9678652009534426,-3.701542053504041,0.99652475,19.37485,0.922245,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886845584512,4472832886845584512,269.4384432143603,4.746853818096656,-0.24635653835777843,-9.399847372245524,-5.09894017436988,0.98548037,19.115547,1.4614849,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886845589632,4472832886845589632,269.43591344326165,4.747577229181384,0.16686004356224599,-2.330336749934077,-2.377194371200608,0.9676179,17.577139,1.079092,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4882.138,4.8327,-1.8092,1189.9425,0.0269,0.0215,0.0117
Gaia DR3 4472832886853080320,4472832886853080320,269.4337996405233,4.741913074119656,-0.45740758645101365,0.31902882004061617,-8.989349962499473,1.0612051,20.464342,1.6378326,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886853119744,4472832886853119744,269.43958805783615,4.7406146690144535,1.5105248728307616,-10.269819174640295,-14.69865247449521,0.909735,20.557322,1.308033,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832886853135488,4472832886853135488,269.44199658296554,4.744817767925464,-0.199531183926559,0.044501285045143626,-1.462284230567022,1.0143512,20.68827,1.2905464,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749406597888,4472832749406597888,269.4853172277527,4.7411217969426245,0.458535512405705,-1.3703974383521071,-2.168582583461515,1.0391322,17.4635,1.1134071,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4891.1304,4.5928,-0.3129,1718.1013,0.0108,0.0085,0.0045
Gaia DR3 4472832749406601856,4472832749406601856,269.49214726112876,4.742099873331743,0.6137126835019273,-1.2000466963571477,-8.495207752968952,1.0227431,19.00964,1.6603584,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749406612224,4472832749406612224,269.4881561209233,4.743904273677482,0.4989997789017437,-0.042520757299210905,-7.589704233709671,1.0297117,18.674746,1.0251427,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4964.229,4.8422,-2.1134,2083.03,0.0045,0.0036,0.002
Gaia DR3 4472832749406615552,4472832749406615552,269.4843535382205,4.74498173829349,0.5942554688798847,-2.6184428588759334,-7.43423149217281,1.0028241,20.218407,1.9243793,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749406617600,4472832749406617600,269.47627276682454,4.744965917250872,0.39276959032400066,-1.1794970763801966,-4.498346901832596,1.0457445,18.527592,1.0295906,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4909.72,4.8191,-1.8791,1891.8978,0.0076,0.0061,0.0033
Gaia DR3 4472832749406627840,4472832749406627840,269.4849641374412,4.746468036259695,0.41444749605414904,-1.0213118595673054,-10.46650291035791,1.0059103,18.127003,1.194746,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4644.4673,4.8337,-1.4149,1352.8545,0.0076,0.0059,0.0032
Gaia DR3 4472832749406636032,4472832749406636032,269.47941476904055,4.748119823248829,0.2643610655875257,-5.99356045715305,-3.797439865519474,1.0331069,20.13439,1.0796623,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749414435584,4472832749414435584,269.47986337557103,4.743190633157161,-0.5703934787978585,-5.031220424031494,-9.283801360597652,1.0258299,20.21414,1.3589001,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749414447744,4472832749414447744,269.4817378757984,4.736575777687468,1.063051773319328,-3.4388687407494674,-2.6340632381820654,1.0124968,20.56031,0.9228821,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749414469632,4472832749414469632,269.48527514565757,4.74481444460183,0.7973389102478551,8.322501339822693,3.892773419429997,1.294294,20.79688,2.5047226,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749414484992,4472832749414484992,269.48764661731684,4.747742909886785,-1.8270102876364651,-3.4749828279682897,-2.325743774789667,1.0024345,20.723335,1.2950687,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749414498176,4472832749414498176,269.48961381818617,4.741533699767416,1.2530172116807785,4.8423824451873045,-0.9551422765563873,0.988161,20.786428,1.7843285,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749417868928,4472832749417868928,269.4781312641533,4.7452903198667045,0.5420732598180652,1.1887108399747193,-6.028405082592753,1.1342883,20.599834,1.2727242,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832749418244736,4472832749418244736,269.48625970437695,4.745970115806898,0.004725265819720853,-4.771049150611064,-4.849048194530489,0.9454823,20.044289,1.3241844,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832753702824704,4472832753702824704,269.48203930242386,4.746758113838398,-0.12244585793574134,-3.405060453509026,-1.1455404559710247,1.404883,17.400007,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832891144605952,4472832891144605952,269.44176330593666,4.745670494694616,0.4845641697418527,-3.425157793688162,-8.123094794139913,1.0392298,16.913208,1.13974,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4792.683,4.4581,-0.7631,1518.516,0.04,0.0316,0.0169
Gaia DR3 4472832891144607616,4472832891144607616,269.43091551078084,4.7434431441844485,0.42118301268618097,-9.095985671361527,-13.437601153178743,0.938146,18.093594,1.1043434,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4785.4375,4.858,-1.9255,1356.2751,0.0047,0.0037,0.002
Gaia DR3 4472832891145053696,4472832891145053696,269.4396615161848,4.750238190960453,,,,,20.8769,0.9237194,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205301248,4472832921205301248,269.4506855440767,4.7434802524118025,0.7130648360484775,-3.254382658778665,-7.810750935989099,0.9971791,19.493717,1.6978779,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205316736,4472832921205316736,269.4534839995172,4.746334563661738,-0.866676024712582,-4.75615437569663,-7.243734676674985,1.0493574,19.898941,1.0109138,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205316864,4472832921205316864,269.45040995774536,4.7463275628033195,1.1235692876957895,-1.0064309208537747,-6.282565016602389,1.0712126,20.083338,1.4319859,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205321088,4472832921205321088,269.4467175221688,4.746717505415806,-0.4921044534709631,-2.842657315360651,-6.573975948101999,0.9856915,19.99332,1.1468182,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205326848,4472832921205326848,269.4522136413406,4.747742432632213,0.15862218219809424,-1.2238990808576777,0.12522746546997127,0.93724674,19.872915,1.6568375,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205334272,4472832921205334272,269.45389186419897,4.749226965974274,0.19642996255002784,-4.425056582364136,-5.311783123223845,1.0519682,18.815428,1.1366463,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4628.823,4.8465,-1.5615,1793.142,0.0095,0.0074,0.004
Gaia DR3 4472832921205343488,4472832921205343488,269.4585588113793,4.750536881109919,0.17672667612341278,-2.5728815871668047,-10.31502159115377,0.9936854,17.52614,0.80521774,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5591.644,4.7124,-1.2727,2071.758,0.0296,0.0248,0.0135
Gaia DR3 4472832921205343616,4472832921205343616,269.46014085794917,4.751059792557187,-0.10026871891077119,-0.1631833842602243,-9.039525616348786,1.0034761,19.12742,1.129818,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205348480,4472832921205348480,269.4501071931396,4.751778993875031,,,,,19.010254,1.365612,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921205348608,4472832921205348608,269.4502066476369,4.750377603738307,-0.039367709749895265,-0.13984255856218608,-7.631180165336336,1.0343289,18.662483,0.97566795,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5144.826,4.7975,-1.7005,2486.306,0.0039,0.0032,0.0018
Gaia DR3 4472832921205348736,4472832921205348736,269.4482908776575,4.751597658103086,0.6298840399089968,-1.8802107023669186,-0.9737304394436537,0.9611172,18.72936,1.0459709,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4938.699,4.8587,-2.0115,2069.5413,0.0045,0.0036,0.002
Gaia DR3 4472832921205355776,4472832921205355776,269.4427517874805,4.7527595615602705,0.26666699110108955,-8.623230531953572,-2.909157023423448,0.978669,17.787321,1.112133,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4850.8325,4.7646,-1.1522,1468.2719,0.0292,0.0232,0.0125
Gaia DR3 4472832921205375488,4472832921205375488,269.4495946076704,4.756746777518855,0.19079054087166633,2.5122049764829635,-7.33439976214737,0.98519415,17.766739,1.0095768,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5092.9316,4.7675,-1.5295,1628.5204,0.0128,0.0104,0.0057
Gaia DR3 4472832921212883968,4472832921212883968,269.4435838263531,4.752377229312706,0.17068501507979228,-2.8537891517098863,-6.482762784596965,1.0198857,20.503798,0.5444164,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921212907648,4472832921212907648,269.4471402744609,4.758046171215501,1.1678930834043773,-3.199133324393305,-4.821173697541769,1.3207997,20.729822,1.4594536,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921212975360,4472832921212975360,269.4569621418619,4.74839193451347,-0.7500655895987354,-3.6748429849559265,-1.5750608102522734,1.0734303,20.549862,1.6191196,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832921216560512,4472832921216560512,269.4496047256362,4.7509342849545915,0.20359413247224076,-1.1325307066574903,-3.227167978746333,0.9511407,20.068459,1.224781,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832925501547392,4472832925501547392,269.44505695412903,4.748880054936945,1.4331757156586589,-0.18984800727811854,1.2787154521969337,1.0695364,19.717245,2.6971035,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832925506272896,4472832925506272896,269.44457409739556,4.7497688567059875,0.14191612650460556,-0.25679310411526984,-5.394156496088314,0.95849776,20.232159,1.5238972,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565068672,4472832955565068672,269.4708316874761,4.748646697470663,-0.38100056790509174,0.2510453658470573,-6.19500810790479,0.9999287,19.959206,1.606266,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565080192,4472832955565080192,269.4736011095889,4.750713933854613,-0.0024853263734160233,-0.08876614224045862,-7.680112223153151,1.0662924,19.14746,0.8802433,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565083392,4472832955565083392,269.4655038071563,4.751456762034411,3.174239792914846,13.597793746742461,3.003494892498637,0.97056735,18.38258,2.7152557,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3258.199,4.6162,-0.9128,274.6376,0.6121,0.391,0.2519
Gaia DR3 4472832955565095424,4472832955565095424,269.4696728875301,4.752990056432197,0.294016629624617,2.01609973255846,-6.818851462377402,0.87979406,17.862186,1.0091858,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5148.3774,4.7946,-2.3722,1641.8761,0.0586,0.0477,0.0261
Gaia DR3 4472832955565101824,4472832955565101824,269.46610997189,4.754448570837812,-0.011855981786370436,-1.2761887689914908,-7.035168495479163,0.9465479,19.016588,1.2655735,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565104512,4472832955565104512,269.4777352887537,4.755223490250197,0.4281898063729424,-1.4417606589133187,-6.719989449021683,0.95156926,20.412766,1.8201561,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565116672,4472832955565116672,269.4750603878871,4.757236537636495,-0.03210427480455629,-1.8607400790800992,-6.705041423536322,0.9583727,19.6349,0.9909725,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955565130240,4472832955565130240,269.47146914725664,4.7589130197300085,0.16277139592692513,-5.867634049265621,-4.6653485449415655,1.048929,18.367523,1.0069885,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5126.2837,4.7855,-2.2579,2059.6047,0.0343,0.0279,0.0153
Gaia DR3 4472832955572822528,4472832955572822528,269.47306480864665,4.75096232887389,-0.015731475497581367,-1.2459883602540953,-0.8791307669438251,1.0683355,20.339725,1.2195072,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955572826880,4472832955572826880,269.47384170002636,4.758467945859062,,,,,20.931683,1.0641079,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832955572843776,4472832955572843776,269.4764705863752,4.757981261412725,,,,,21.03128,1.5138569,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832959864074752,4472832959864074752,269.48223554752974,4.752191246375176,0.08088039218731634,0.6450804651612182,-3.7990343843478396,1.0185407,14.785453,1.510087,66.657715,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4948.3716,3.0744,-0.2451,2635.0552,1.009,0.7756,0.4123
Gaia DR3 4472832959864077056,4472832959864077056,269.473171425982,4.756079184207407,0.49504237256598205,-3.5128621375078297,-1.3038141562633776,1.0787591,19.603136,1.9556713,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832959864078080,4472832959864078080,269.4700284638999,4.757595939272043,0.2876133834190216,-1.5176934287157933,-2.12471366887001,0.92900395,16.568678,1.1877594,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4958.705,4.4148,-0.3391,1468.7177,0.2716,0.2149,0.1141
Gaia DR3 4472832989924840960,4472832989924840960,269.4855648383863,4.754547555914403,0.29091671466283,-1.0424372077170418,-9.112013916341722,1.0603408,18.16769,1.0879936,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4955.309,4.8597,-2.3948,1531.1124,0.0448,0.0358,0.0196
Gaia DR3 4472832989924848000,4472832989924848000,269.4794574254656,4.756010171452756,0.2224185525557674,-4.4390544746334655,-7.1810734043368365,0.94033813,17.96903,1.1744747,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4745.6143,4.8511,-1.6648,1257.0812,0.0416,0.0328,0.0177
Gaia DR3 4472832989924852096,4472832989924852096,269.4871821328555,4.757013019128857,0.3048807100073726,-3.6090675522487334,-7.8040699947525205,1.0128411,18.001678,1.0871258,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4864.692,4.8119,-1.5886,1500.8663,0.0169,0.0134,0.0073
Gaia DR3 4472832989924864640,4472832989924864640,269.48832477453936,4.759003520921206,-0.05693304990034495,-4.940019776379851,-7.77049210026734,1.0355978,18.693014,1.0735035,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4834.759,4.8895,-2.0986,1782.9392,0.0144,0.0115,0.0062
Gaia DR3 4472832989924872064,4472832989924872064,269.4739408772865,4.760435367895579,0.3096034287049663,-1.7890557276914472,-1.6764448087610968,1.0283704,19.106968,0.89887047,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989924877952,4472832989924877952,269.4750523742018,4.761906099372875,0.43657253758357706,-0.8991555334914592,-2.2304652947013133,0.9953975,19.313786,1.2604618,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989924883840,4472832989924883840,269.4778885489432,4.762976630282739,0.3103795396976282,0.01325881743825361,-4.188902769278333,0.94837034,18.810808,1.0629673,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4844.406,4.8748,-1.9025,1960.4521,0.006,0.0048,0.0026
Gaia DR3 4472832989924890368,4472832989924890368,269.48213900498126,4.762611797016359,0.26644413955867563,-2.739117239344702,-3.882671755837346,0.91945744,18.288328,0.9638138,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5166.5664,4.7174,-3.9071,2216.554,0.0318,0.0259,0.0143
Gaia DR3 4472832989924898176,4472832989924898176,269.480392497795,4.765828539236373,-0.24511283991060723,-2.8489429260618846,-4.720171876140339,1.0033036,19.898205,1.011507,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989924908288,4472832989924908288,269.48686643494057,4.7677685234946185,0.5442072451748978,-1.1677941134451153,-4.000113957261904,1.0156918,19.992472,1.4086514,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989924908416,4472832989924908416,269.4823325284173,4.767413863256182,0.25276558065475035,-1.17692125896402,-4.2649224727662345,1.4789076,16.920874,1.1663246,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4718.2446,4.3974,-0.8925,1560.0494,0.042,0.0331,0.0177
Gaia DR3 4472832989926029056,4472832989926029056,269.48452272679856,4.760996509376858,-0.6640970530757678,0.6711344682417635,-1.679776854358651,0.9511127,20.6124,1.0060711,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989932594432,4472832989932594432,269.47843713458576,4.75919693466738,1.2932431676453335,-1.6573762199371058,9.975779508495243,1.0412762,20.356459,2.4264908,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4472832989932622336,4472832989932622336,269.4825193119588,4.761886845988116,0.850334744931755,-5.434944193083429,-6.185925594024939,1.0229418,19.288326,1.9870014,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
